Year,BPM,Energy,Danceability,Loudness,Liveness,Valence,Length,Acousticness,Speechiness,Popularity,genre_0,genre_1,genre_2,genre_3,genre_4,genre_5,genre_6,genre_7
2012,170,69,57,-7,11,78,237,4,3,54,0,0,0,0,0,0,0,1
2012,84,40,70,-14,90,82,158,56,6,27,0,1,0,0,0,0,0,0
1965,80,14,22,-15,11,13,267,86,3,62,0,0,0,0,1,0,0,0
1987,169,83,55,-11,22,91,241,9,3,63,0,0,0,0,1,0,0,0
1996,169,72,41,-8,8,31,189,0,4,54,0,0,0,0,0,1,0,0
2002,130,70,52,-7,13,35,268,4,4,41,0,0,0,0,0,0,0,1
1970,113,93,56,-10,35,62,146,1,6,77,1,0,0,0,0,0,0,0
2011,135,33,56,-8,10,28,285,89,3,79,0,1,0,0,0,0,0,0
1978,135,27,55,-15,11,21,234,42,3,59,1,0,0,0,0,0,0,0
2004,186,99,38,-2,37,77,176,0,6,78,0,0,1,0,0,0,0,0
1971,169,26,47,-11,12,46,309,88,3,68,0,0,0,0,1,0,0,0
1998,135,55,44,-8,54,26,347,49,3,66,0,0,0,0,0,0,1,0
1975,81,54,48,-11,16,58,508,49,4,69,1,0,0,0,0,0,0,0
2017,115,71,63,-7,14,24,210,1,3,54,0,1,0,0,0,0,0,0
1988,102,72,59,-13,93,72,255,20,5,44,0,1,0,0,0,0,0,0
1992,74,30,43,-14,23,16,278,70,3,61,0,1,0,0,0,0,0,0
1968,110,64,52,-6,32,66,180,57,3,59,0,0,0,0,1,0,0,0
1986,111,27,90,-12,5,74,226,1,9,74,0,1,0,0,0,0,0,0
1967,76,44,31,-7,51,22,258,41,3,50,0,0,0,0,1,0,0,0
1994,94,45,36,-10,28,14,271,6,2,69,1,0,0,0,0,0,0,0
1986,123,89,53,-4,29,80,249,8,3,83,0,1,0,0,0,0,0,0
2018,87,93,50,-3,37,68,217,3,8,39,0,0,0,0,0,0,0,1
1972,171,46,54,-10,10,80,187,19,3,71,1,0,0,0,0,0,0,0
2013,131,22,46,-10,11,15,243,90,3,41,0,1,0,0,0,0,0,0
1967,65,33,31,-9,14,67,208,5,3,69,0,1,0,0,0,0,0,0
1986,134,86,50,-6,8,42,209,1,7,68,0,0,0,0,0,1,0,0
2003,81,65,50,-7,33,57,273,22,4,64,0,1,0,0,0,0,0,0
2012,119,26,46,-8,11,23,221,92,4,46,0,0,0,0,0,0,1,0
2012,141,71,75,-10,10,90,283,9,3,41,0,0,0,0,0,0,0,1
2002,114,30,70,-17,10,23,332,4,3,52,1,0,0,0,0,0,0,0
2006,124,33,76,-10,24,24,246,73,3,75,0,1,0,0,0,0,0,0
1984,82,57,62,-12,6,90,231,27,4,79,0,0,0,0,0,0,1,0
2004,141,30,71,-12,10,48,203,44,3,44,1,0,0,0,0,0,0,0
1985,90,55,50,-13,10,45,244,45,3,53,0,0,0,0,0,0,0,1
1977,91,73,49,-6,8,43,366,0,9,62,1,0,0,0,0,0,0,0
1979,146,34,51,-13,21,27,301,0,5,64,1,0,0,0,0,0,0,0
1970,116,47,74,-13,19,89,160,9,3,71,1,0,0,0,0,0,0,0
2012,155,54,27,-7,10,33,285,49,3,54,0,0,0,0,0,0,1,0
1998,179,54,45,-7,6,61,266,68,3,62,0,1,0,0,0,0,0,0
1991,104,60,66,-9,10,26,399,13,3,39,1,0,0,0,0,0,0,0
2000,164,76,50,-8,14,58,248,0,3,40,0,0,0,0,0,0,0,1
1970,128,32,55,-11,10,33,242,83,3,77,1,0,0,0,0,0,0,0
2005,104,29,66,-11,11,30,233,87,3,80,0,1,0,0,0,0,0,0
1986,174,54,65,-13,19,90,255,12,3,58,1,0,0,0,0,0,0,0
1987,140,90,23,-7,96,49,239,0,6,42,1,0,0,0,0,0,0,0
1997,103,61,71,-14,8,88,195,4,3,44,0,0,0,1,0,0,0,0
1987,82,20,32,-21,9,29,236,91,4,62,0,1,0,0,0,0,0,0
1964,117,58,30,-7,10,23,271,0,3,69,1,0,0,0,0,0,0,0
2009,126,95,51,-5,30,63,324,0,6,56,0,0,0,0,0,1,0,0
2009,120,69,79,-4,14,22,243,8,3,59,0,0,0,0,0,1,0,0
2005,120,56,41,-11,16,16,311,1,3,63,0,1,0,0,0,0,0,0
1989,144,48,34,-10,14,18,260,28,3,68,1,0,0,0,0,0,0,0
1999,112,65,58,-8,11,13,286,1,3,52,0,1,0,0,0,0,0,0
1984,126,99,73,-5,44,84,353,1,5,70,0,1,0,0,0,0,0,0
1972,109,78,45,-9,34,51,252,44,4,55,1,0,0,0,0,0,0,0
2006,122,87,55,-4,21,32,240,0,3,73,0,0,1,0,0,0,0,0
2006,125,74,69,-6,8,84,197,15,3,42,1,0,0,0,0,0,0,0
1968,122,72,62,-10,76,89,176,20,4,48,0,0,0,0,1,0,0,0
2007,156,79,29,-6,8,51,290,0,4,75,0,0,0,0,0,1,0,0
2018,93,84,64,-8,21,89,216,42,4,26,0,1,0,0,0,0,0,0
2000,130,71,66,-7,7,86,122,0,9,64,0,0,0,0,0,1,0,0
2015,147,68,40,-6,68,60,212,18,3,47,1,0,0,0,0,0,0,0
2002,88,20,73,-12,7,62,186,88,3,74,0,0,0,0,1,0,0,0
1979,127,37,47,-13,8,17,382,15,3,75,1,0,0,0,0,0,0,0
1968,92,46,61,-14,7,81,244,71,5,76,1,0,0,0,0,0,0,0
1977,77,56,66,-9,6,62,294,40,3,46,0,1,0,0,0,0,0,0
1971,120,78,56,-7,7,97,179,36,6,67,1,0,0,0,0,0,0,0
2005,105,86,64,-7,87,47,250,23,7,52,0,0,0,0,0,1,0,0
1978,92,61,63,-7,68,55,223,60,3,48,0,0,0,0,0,0,0,1
1988,116,67,65,-11,13,59,254,5,4,50,1,0,0,0,0,0,0,0
2006,105,44,29,-7,10,45,246,91,3,59,0,0,0,1,0,0,0,0
2010,172,96,60,-4,25,57,188,20,5,47,0,1,0,0,0,0,0,0
1997,164,43,26,-13,19,55,198,55,3,77,0,0,0,0,1,0,0,0
1987,99,64,44,-7,64,25,286,53,6,42,0,1,0,0,0,0,0,0
1969,128,76,69,-6,8,96,188,46,4,59,1,0,0,0,0,0,0,0
1971,81,86,44,-8,24,75,295,40,9,73,1,0,0,0,0,0,0,0
2018,126,83,69,-7,25,98,215,17,3,82,0,1,0,0,0,0,0,0
1973,116,22,28,-14,8,18,284,77,3,66,1,0,0,0,0,0,0,0
2008,87,68,57,-8,18,67,268,36,3,38,0,0,0,0,0,0,0,1
2008,178,68,30,-8,43,77,249,83,25,46,0,1,0,0,0,0,0,0
1987,134,45,60,-13,10,78,174,1,3,53,0,0,0,0,1,0,0,0
1970,99,26,71,-15,10,56,177,88,4,71,0,1,0,0,0,0,0,0
2013,77,51,57,-7,9,51,484,23,5,77,0,0,0,0,0,0,1,0
1993,171,50,40,-11,11,37,327,8,7,66,0,1,0,0,0,0,0,0
1991,99,67,69,-6,12,71,255,20,5,61,0,1,0,0,0,0,0,0
1974,126,69,64,-16,28,46,275,21,5,74,1,0,0,0,0,0,0,0
1964,111,53,69,-10,28,78,156,19,3,58,0,1,0,0,0,0,0,0
1999,77,17,50,-16,14,25,263,95,3,38,0,0,0,0,0,0,0,1
1999,127,92,63,-5,11,36,290,12,5,65,0,0,0,0,0,1,0,0
1970,118,39,47,-14,14,55,241,64,3,63,1,0,0,0,0,0,0,0
2016,150,43,49,-8,12,31,315,10,3,59,0,0,0,0,0,0,0,1
1983,177,90,50,-7,14,77,183,36,18,79,1,0,0,0,0,0,0,0
1991,91,61,74,-11,6,89,221,9,8,55,1,0,0,0,0,0,0,0
1999,95,87,60,-7,8,65,256,57,4,18,1,0,0,0,0,0,0,0
1968,115,65,45,-9,17,70,285,2,3,70,0,1,0,0,0,0,0,0
2015,112,92,64,-4,15,53,264,0,4,74,0,1,0,0,0,0,0,0
1995,88,38,42,-12,9,35,257,7,3,72,0,0,0,0,0,1,0,0
1995,100,80,79,-6,11,27,319,43,4,64,0,0,0,1,0,0,0,0
1988,142,18,44,-16,24,35,358,84,3,40,0,1,0,0,0,0,0,0
1997,171,92,36,-6,41,52,357,3,5,78,0,0,0,0,0,1,0,0
1980,133,72,68,-8,37,77,274,11,3,48,0,1,0,0,0,0,0,0
2004,105,81,55,-5,10,15,286,2,3,77,0,0,1,0,0,0,0,0
1994,141,66,38,-6,8,33,353,12,3,76,0,1,0,0,0,0,0,0
1977,159,84,29,-4,10,42,334,0,8,65,1,0,0,0,0,0,0,0
1999,86,68,87,-6,9,82,268,4,32,72,0,1,0,0,0,0,0,0
1965,79,33,40,-9,19,55,174,86,4,74,0,0,0,0,1,0,0,0
2018,91,70,54,-6,10,56,221,5,3,30,0,0,0,0,0,0,0,1
1969,75,38,40,-7,12,23,277,70,3,73,0,0,0,0,1,0,0,0
2017,84,20,59,-11,9,17,255,90,3,75,0,0,0,0,0,1,0,0
1976,177,78,39,-3,11,90,134,0,23,71,1,0,0,0,0,0,0,0
1967,112,67,50,-6,22,48,179,5,3,53,0,0,0,1,0,0,0,0
1997,119,50,75,-9,9,34,258,1,4,63,1,0,0,0,0,0,0,0
2001,179,47,33,-9,32,43,336,60,3,70,1,0,0,0,0,0,0,0
1976,104,56,43,-7,13,28,235,2,3,74,0,0,0,0,1,0,0,0
1975,80,33,49,-12,33,14,233,1,3,58,1,0,0,0,0,0,0,0
2002,105,73,68,-8,14,94,281,11,2,59,1,0,0,0,0,0,0,0
2002,112,74,65,-7,23,52,261,18,3,16,0,0,0,0,0,0,0,1
1987,90,82,29,-7,16,24,275,1,4,65,1,0,0,0,0,0,0,0
2008,129,59,93,-12,11,96,219,43,5,41,0,0,0,0,0,0,0,1
1970,155,28,50,-15,39,67,173,64,3,63,1,0,0,0,0,0,0,0
2018,128,54,33,-9,21,82,146,57,4,29,0,0,0,0,0,0,0,1
1980,81,62,63,-11,10,42,355,34,6,53,0,0,0,0,0,0,1,0
1986,120,32,43,-21,98,52,193,20,17,41,1,0,0,0,0,0,0,0
2004,94,84,52,-4,10,46,215,0,3,54,0,0,1,0,0,0,0,0
2005,98,69,67,-7,10,83,213,6,3,41,0,0,0,0,0,0,0,1
1967,85,56,40,-11,59,65,276,8,5,65,0,1,0,0,0,0,0,0
2008,170,66,46,-9,33,53,274,3,6,72,1,0,0,0,0,0,0,0
1989,115,69,57,-11,5,57,377,60,28,56,1,0,0,0,0,0,0,0
1992,101,83,31,-8,9,59,207,0,4,71,0,0,0,0,0,1,0,0
2000,143,74,71,-8,10,64,231,26,4,66,0,0,0,0,0,0,1,0
2009,138,64,71,-10,19,10,177,0,9,53,0,1,0,0,0,0,0,0
2014,84,42,42,-6,11,18,173,59,4,84,0,0,0,1,0,0,0,0
1998,91,22,69,-15,11,47,233,92,6,39,0,0,0,0,0,0,0,1
1997,125,92,64,-6,33,72,234,0,4,67,0,0,0,0,0,1,0,0
2013,123,54,45,-9,9,13,244,70,4,58,0,0,1,0,0,0,0,0
2001,127,93,42,-4,13,29,210,0,12,80,0,0,0,0,0,1,0,0
2011,160,64,59,-8,13,56,185,56,10,71,0,0,0,1,0,0,0,0
1986,130,78,67,-6,12,70,264,2,4,54,1,0,0,0,0,0,0,0
2008,85,76,37,-9,58,64,302,22,5,62,0,0,0,1,0,0,0,0
1958,168,7,17,-21,14,10,298,92,3,66,0,0,0,0,1,0,0,0
1991,132,74,50,-7,11,38,336,2,4,77,0,1,0,0,0,0,0,0
1983,117,35,72,-11,11,64,197,20,4,71,0,1,0,0,0,0,0,0
1973,144,75,66,-11,28,97,170,10,3,68,0,0,0,0,1,0,0,0
2016,131,46,60,-12,22,80,204,10,4,27,0,0,0,0,0,0,0,1
1993,176,60,50,-9,22,47,289,6,3,48,0,0,0,1,0,0,0,0
1989,139,52,51,-6,12,23,243,38,3,49,1,0,0,0,0,0,0,0
1979,119,60,83,-14,8,92,246,18,6,62,0,0,0,1,0,0,0,0
1972,100,45,49,-10,54,55,254,17,3,74,1,0,0,0,0,0,0,0
1974,112,36,48,-13,30,32,410,47,4,43,1,0,0,0,0,0,0,0
1989,132,29,55,-12,4,12,395,33,3,55,1,0,0,0,0,0,0,0
2008,130,48,55,-8,10,18,270,48,3,50,0,0,0,0,0,0,0,1
1979,119,82,88,-10,18,95,365,13,9,74,0,0,0,1,0,0,0,0
2007,124,55,50,-7,9,63,196,68,3,62,1,0,0,0,0,0,0,0
1973,140,24,25,-14,7,21,421,68,3,46,0,0,0,1,0,0,0,0
1980,82,45,51,-7,13,33,230,36,3,51,1,0,0,0,0,0,0,0
1991,153,78,26,-9,12,26,183,1,6,68,0,1,0,0,0,0,0,0
2017,135,66,67,-5,12,56,201,4,3,82,0,0,1,0,0,0,0,0
1971,92,9,42,-19,34,46,243,91,4,69,0,0,0,0,1,0,0,0
1994,120,43,51,-10,6,21,309,18,4,67,0,0,0,1,0,0,0,0
1972,134,26,54,-12,15,64,148,85,3,58,0,0,0,0,1,0,0,0
1989,91,37,75,-10,11,47,287,27,3,71,1,0,0,0,0,0,0,0
2014,116,78,65,-7,10,63,203,13,4,49,0,0,0,0,0,0,0,1
1976,123,65,55,-7,12,37,212,58,3,70,1,0,0,0,0,0,0,0
2001,75,92,51,-5,40,31,272,1,9,60,0,0,0,0,0,1,0,0
2018,148,63,49,-7,9,8,275,68,3,80,0,1,0,0,0,0,0,0
1984,123,16,46,-17,18,10,333,38,3,72,1,0,0,0,0,0,0,0
1976,109,68,38,-8,5,29,285,0,3,78,1,0,0,0,0,0,0,0
2008,76,58,35,-8,12,11,223,6,4,61,0,1,0,0,0,0,0,0
2007,98,62,66,-9,7,66,256,51,3,35,0,0,0,0,0,0,0,1
1984,99,68,37,-9,9,34,368,1,3,41,1,0,0,0,0,0,0,0
2011,166,87,36,-8,10,61,194,0,7,73,0,0,0,0,0,1,0,0
1988,120,34,82,-16,50,79,254,14,4,59,1,0,0,0,0,0,0,0
2015,128,58,57,-9,14,30,287,1,3,58,0,1,0,0,0,0,0,0
1977,172,84,20,-8,29,39,590,28,7,60,1,0,0,0,0,0,0,0
1986,101,31,61,-15,6,28,302,70,3,47,0,0,0,0,0,0,0,1
2005,141,92,58,-5,20,77,177,0,6,40,0,0,0,1,0,0,0,0
1984,135,58,69,-11,12,94,302,29,3,71,0,0,0,0,0,0,1,0
1983,127,63,43,-12,11,74,220,3,4,65,1,0,0,0,0,0,0,0
2008,157,93,23,-5,93,28,403,29,17,32,0,1,0,0,0,0,0,0
1991,89,85,63,-6,6,43,325,0,3,63,0,0,0,0,0,1,0,0
1960,87,35,27,-9,33,33,180,55,3,74,0,0,0,0,1,0,0,0
2015,168,76,43,-9,10,51,155,0,6,35,0,0,0,0,0,0,0,1
1984,115,70,68,-13,5,69,237,33,4,61,1,0,0,0,0,0,0,0
2009,134,88,63,-5,17,49,242,4,4,40,0,0,0,0,0,1,0,0
1993,142,82,58,-7,28,73,272,18,4,76,0,0,0,0,0,1,0,0
2012,131,76,48,-5,31,45,277,1,3,69,0,0,1,0,0,0,0,0
2011,85,29,64,-10,18,41,258,67,4,76,0,0,0,1,0,0,0,0
1982,84,10,55,-20,8,7,407,70,3,38,1,0,0,0,0,0,0,0
1987,124,99,45,-4,27,32,273,2,9,72,0,1,0,0,0,0,0,0
1966,159,80,46,-9,40,61,202,5,9,78,1,0,0,0,0,0,0,0
1981,145,51,52,-8,29,65,154,48,4,53,0,0,0,0,0,0,1,0
2003,109,58,74,-12,5,78,260,12,5,64,0,0,0,0,1,0,0,0
1970,94,45,49,-12,43,46,298,15,3,53,0,1,0,0,0,0,0,0
1980,117,54,59,-11,31,59,302,18,3,66,1,0,0,0,0,0,0,0
1982,114,71,67,-8,10,47,248,42,5,72,1,0,0,0,0,0,0,0
2008,80,47,62,-6,11,33,211,31,3,63,0,1,0,0,0,0,0,0
1978,115,85,73,-7,44,74,261,13,4,65,0,1,0,0,0,0,0,0
2000,110,78,65,-5,22,57,137,14,3,63,0,1,0,0,0,0,0,0
2018,103,76,53,-7,14,84,258,6,4,33,0,0,0,0,0,0,0,1
2003,124,46,74,-8,26,32,232,1,8,74,0,0,0,0,0,1,0,0
1971,96,31,69,-19,9,52,144,17,4,62,0,1,0,0,0,0,0,0
1977,133,49,52,-12,14,47,201,10,3,68,1,0,0,0,0,0,0,0
2007,120,76,70,-5,13,68,210,12,6,42,0,0,0,0,0,0,0,1
2019,97,38,40,-10,12,28,270,51,3,70,0,0,0,0,0,0,0,1
1977,106,80,67,-9,6,76,184,3,4,62,1,0,0,0,0,0,0,0
1969,118,62,48,-10,14,19,320,6,3,43,1,0,0,0,0,0,0,0
1978,156,87,56,-5,77,60,209,5,16,76,1,0,0,0,0,0,0,0
1977,137,69,55,-14,14,67,262,2,4,74,1,0,0,0,0,0,0,0
2019,106,32,52,-12,13,31,335,74,3,37,1,0,0,0,0,0,0,0
1988,127,39,74,-17,9,59,382,38,3,56,1,0,0,0,0,0,0,0
2014,125,64,55,-7,22,15,268,1,3,78,0,1,0,0,0,0,0,0
2007,162,33,56,-11,11,30,236,90,3,67,0,1,0,0,0,0,0,0
1980,103,72,92,-9,10,76,237,36,10,77,0,1,0,0,0,0,0,0
2018,100,61,70,-6,8,22,189,22,4,84,0,0,1,0,0,0,0,0
2014,156,87,37,-5,8,22,308,1,4,59,1,0,0,0,0,0,0,0
2004,79,36,53,-7,9,40,238,53,2,70,1,0,0,0,0,0,0,0
2018,152,60,32,-6,25,18,240,11,3,30,0,0,0,0,0,0,0,1
1973,132,48,69,-12,9,90,235,38,3,65,1,0,0,0,0,0,0,0
1992,91,47,53,-9,13,12,294,28,2,64,0,1,0,0,0,0,0,0
2002,92,90,50,-7,15,67,275,1,6,30,0,0,0,0,0,0,0,1
2005,199,36,28,-13,14,33,205,61,4,33,0,1,0,0,0,0,0,0
2001,96,64,59,-10,9,49,256,9,3,58,0,1,0,0,0,0,0,0
1997,158,88,41,-6,8,36,251,0,4,77,0,0,0,0,0,1,0,0
2004,138,99,51,-3,12,65,197,0,9,69,0,0,1,0,0,0,0,0
1987,118,67,75,-13,32,70,304,2,4,62,1,0,0,0,0,0,0,0
1967,106,30,35,-12,14,3,703,16,3,61,1,0,0,0,0,0,0,0
2013,142,96,46,-4,28,40,238,7,6,26,0,0,0,0,0,1,0,0
2008,131,91,47,-7,25,29,245,0,4,47,0,1,0,0,0,0,0,0
1991,89,76,36,-8,37,17,564,1,3,63,0,1,0,0,0,0,0,0
2009,94,18,56,-13,7,25,223,81,3,34,0,0,0,0,0,0,0,1
2004,138,85,60,-6,6,9,235,1,6,58,0,1,0,0,0,0,0,0
1973,124,54,47,-10,27,78,383,2,15,73,1,0,0,0,0,0,0,0
2007,153,84,32,-4,8,22,258,0,5,43,0,0,0,0,0,1,0,0
1975,134,52,40,-16,28,16,367,69,6,70,1,0,0,0,0,0,0,0
1992,125,77,65,-8,10,40,252,0,3,53,1,0,0,0,0,0,0,0
1994,105,83,35,-5,8,15,319,0,4,76,0,0,0,0,0,1,0,0
2002,123,73,48,-8,11,87,140,57,17,65,0,0,0,0,1,0,0,0
1970,148,21,33,-18,18,28,187,84,3,62,1,0,0,0,0,0,0,0
1985,129,46,78,-14,22,66,195,46,4,26,0,0,0,0,0,0,0,1
1996,104,88,80,-7,14,82,281,19,4,70,0,0,0,0,0,0,1,0
2006,139,77,53,-7,6,86,139,0,5,42,0,0,0,1,0,0,0,0
1994,167,64,31,-9,37,31,306,2,3,80,1,0,0,0,0,0,0,0
1982,159,57,35,-14,6,44,299,49,12,47,0,0,0,1,0,0,0,0
1979,151,81,58,-7,22,87,290,3,4,74,1,0,0,0,0,0,0,0
1989,104,74,66,-10,12,75,330,11,3,64,0,1,0,0,0,0,0,0
1996,130,82,55,-7,6,77,240,7,3,57,1,0,0,0,0,0,0,0
2002,112,8,53,-16,11,31,135,92,5,50,0,0,0,0,0,0,0,1
1993,86,83,41,-8,17,65,263,0,3,41,0,1,0,0,0,0,0,0
1985,110,71,66,-8,15,63,259,4,3,55,0,0,0,0,0,1,0,0
2013,99,68,62,-8,16,53,240,11,3,30,0,0,0,0,0,0,1,0
1966,127,18,56,-15,15,37,123,83,4,48,0,0,0,1,0,0,0,0
2005,83,53,66,-9,14,61,230,89,17,49,0,0,0,0,0,0,0,1
1972,143,63,57,-12,25,87,258,49,3,65,1,0,0,0,0,0,0,0
2017,90,30,64,-10,10,44,238,62,3,36,0,0,0,0,0,0,0,1
2019,120,90,52,-5,10,24,322,0,4,72,0,0,0,0,0,1,0,0
1974,168,47,28,-8,16,25,257,24,3,66,0,0,0,0,1,0,0,0
1983,129,94,70,-3,60,79,198,7,5,77,1,0,0,0,0,0,0,0
1995,124,43,42,-12,25,4,300,68,4,44,0,0,0,0,0,1,0,0
1980,127,38,56,-15,5,89,303,1,4,49,0,0,0,0,0,0,0,1
1966,129,25,34,-16,11,30,190,65,3,63,1,0,0,0,0,0,0,0
1982,93,37,67,-18,5,73,296,26,3,84,1,0,0,0,0,0,0,0
1971,133,33,27,-11,13,6,388,5,4,24,0,0,0,1,0,0,0,0
1975,141,76,37,-6,53,66,289,62,4,66,1,0,0,0,0,0,0,0
1980,140,98,32,-7,9,23,166,0,17,74,1,0,0,0,0,0,0,0
1968,170,34,25,-16,14,37,450,80,3,36,0,0,0,1,0,0,0,0
1977,98,93,42,-5,11,34,457,41,13,60,1,0,0,0,0,0,0,0
1975,79,18,33,-12,12,26,217,94,3,62,1,0,0,0,0,0,0,0
2018,124,86,79,-3,8,59,215,4,11,86,0,0,0,0,0,0,1,0
2009,150,81,49,-5,12,25,252,4,8,69,0,0,0,1,0,0,0,0
2006,120,92,67,-4,9,78,212,5,4,73,0,0,1,0,0,0,0,0
2005,105,91,46,-4,36,61,258,2,6,72,0,0,0,0,0,1,0,0
2015,189,76,43,-8,55,66,247,2,4,57,0,1,0,0,0,0,0,0
1972,109,78,44,-5,14,61,212,14,3,47,1,0,0,0,0,0,0,0
1992,107,71,85,-6,17,82,215,1,8,74,0,1,0,0,0,0,0,0
2015,117,79,40,-3,7,57,216,2,5,71,0,0,0,0,0,0,1,0
2004,115,64,60,-7,10,35,223,16,4,84,0,1,0,0,0,0,0,0
2003,132,55,85,-5,8,81,219,15,4,74,1,0,0,0,0,0,0,0
1978,101,88,78,-4,4,89,265,39,3,74,1,0,0,0,0,0,0,0
2010,117,62,48,-7,26,15,241,6,4,58,0,0,1,0,0,0,0,0
2019,72,33,45,-13,14,27,184,82,4,73,0,0,0,0,0,0,0,1
1979,115,73,71,-6,13,93,242,28,3,52,1,0,0,0,0,0,0,0
1967,98,50,39,-12,7,29,247,34,18,70,0,1,0,0,0,0,0,0
2005,171,64,46,-6,19,29,229,25,6,62,0,0,0,0,0,1,0,0
2006,123,59,48,-5,18,20,218,27,5,44,0,0,0,0,0,0,1,0
1986,90,100,28,-4,15,10,291,0,16,57,0,0,0,0,0,1,0,0
2008,123,34,45,-9,10,21,269,96,4,59,0,1,0,0,0,0,0,0
1972,123,51,65,-17,16,83,252,69,5,77,1,0,0,0,0,0,0,0
1969,95,72,27,-6,6,26,320,1,3,42,1,0,0,0,0,0,0,0
1989,119,91,28,-6,18,26,270,3,11,70,1,0,0,0,0,0,0,0
1977,76,52,73,-10,7,95,173,8,32,74,0,1,0,0,0,0,0,0
1994,150,63,34,-7,7,35,241,16,4,95,0,0,0,0,0,0,1,0
2008,97,55,74,-9,6,35,328,51,3,72,0,0,0,0,0,0,1,0
2000,98,68,62,-6,8,41,190,35,2,59,0,0,0,0,0,0,0,1
2007,118,73,45,-7,29,38,228,0,4,50,1,0,0,0,0,0,0,0
2018,128,49,41,-6,11,37,231,1,3,78,0,1,0,0,0,0,0,0
1990,167,61,38,-12,26,70,226,11,3,38,0,0,0,0,0,0,0,1
1992,114,39,57,-11,10,57,258,80,3,62,0,0,0,0,0,1,0,0
1968,113,81,44,-6,8,56,241,0,6,77,1,0,0,0,0,0,0,0
1977,117,93,52,-7,82,31,244,39,10,49,1,0,0,0,0,0,0,0
1968,110,58,55,-13,4,46,298,19,3,74,1,0,0,0,0,0,0,0
2006,136,85,58,-6,79,58,302,53,5,42,1,0,0,0,0,0,0,0
1970,163,66,42,-12,18,45,168,0,7,68,1,0,0,0,0,0,0,0
2008,142,24,34,-11,12,19,259,92,4,48,0,0,0,1,0,0,0,0
1982,112,32,38,-12,12,12,295,73,3,58,1,0,0,0,0,0,0,0
1972,114,59,63,-11,5,89,342,10,3,64,1,0,0,0,0,0,0,0
1989,153,45,69,-13,7,70,342,3,4,51,0,1,0,0,0,0,0,0
2012,80,81,37,-6,8,65,209,3,5,57,0,0,1,0,0,0,0,0
2016,90,40,73,-9,11,55,196,8,3,81,0,0,1,0,0,0,0,0
2004,101,78,44,-5,29,19,602,1,4,38,0,1,0,0,0,0,0,0
2008,104,86,54,-6,72,75,177,11,3,54,0,0,0,0,0,0,0,1
2017,112,75,91,-10,4,83,234,7,25,48,0,1,0,0,0,0,0,0
2013,108,88,54,-5,3,25,282,2,3,48,1,0,0,0,0,0,0,0
2013,144,40,56,-8,11,46,209,66,3,36,0,0,0,0,0,0,0,1
2015,127,47,76,-7,10,77,157,54,4,33,1,0,0,0,0,0,0,0
2017,145,91,55,-5,35,64,180,1,7,33,0,0,0,0,0,0,0,1
1984,118,82,78,-7,8,91,358,6,3,55,1,0,0,0,0,0,0,0
1985,134,66,67,-9,6,66,506,5,4,62,1,0,0,0,0,0,0,0
2010,108,72,58,-4,24,32,236,3,3,53,0,1,0,0,0,0,0,0
1972,125,54,68,-10,6,96,357,22,3,69,1,0,0,0,0,0,0,0
1980,178,29,30,-16,29,14,280,67,5,31,0,0,0,0,0,0,0,1
2016,92,74,70,-7,11,20,302,7,7,74,0,0,0,0,0,1,0,0
2019,178,80,66,-5,7,84,229,20,15,80,0,1,0,0,0,0,0,0
1969,165,38,53,-12,9,19,260,3,4,79,0,1,0,0,0,0,0,0
1981,118,74,73,-8,21,96,237,18,4,74,1,0,0,0,0,0,0,0
2002,112,81,53,-4,16,21,306,0,3,39,0,0,0,0,0,1,0,0
1971,171,73,35,-9,12,70,471,8,4,67,1,0,0,0,0,0,0,0
2011,126,79,60,-4,13,30,245,7,10,67,0,0,0,0,0,0,1,0
1988,74,42,69,-11,8,47,193,8,3,72,0,1,0,0,0,0,0,0
1966,126,75,57,-5,9,90,180,40,3,61,0,0,0,1,0,0,0,0
1997,136,99,61,-5,11,23,343,0,15,65,0,1,0,0,0,0,0,0
2018,180,63,47,-5,11,16,212,3,5,80,0,1,0,0,0,0,0,0
1975,119,76,52,-7,7,58,171,16,5,61,1,0,0,0,0,0,0,0
2007,75,67,30,-5,15,68,306,3,5,59,1,0,0,0,0,0,0,0
1968,99,56,45,-9,5,61,191,24,3,43,0,0,0,1,0,0,0,0
2018,140,71,62,-7,13,49,211,6,7,82,0,0,0,1,0,0,0,0
2008,183,44,56,-8,12,44,288,29,3,58,0,1,0,0,0,0,0,0
1971,117,72,49,-8,29,15,300,31,4,77,1,0,0,0,0,0,0,0
2013,127,72,68,-6,27,57,214,8,4,70,0,1,0,0,0,0,0,0
1996,155,47,34,-11,10,16,237,38,3,59,1,0,0,0,0,0,0,0
1971,140,39,43,-7,8,16,342,69,3,72,1,0,0,0,0,0,0,0
1993,139,43,57,-9,8,36,233,60,3,54,1,0,0,0,0,0,0,0
2008,80,72,51,-6,6,47,262,27,6,78,0,0,0,0,0,0,1,0
2007,100,55,59,-12,11,64,264,47,3,43,0,0,0,0,0,0,0,1
2013,81,76,50,-5,26,61,208,9,3,33,0,0,0,0,0,0,0,1
1990,81,65,52,-7,26,72,259,34,3,73,0,1,0,0,0,0,0,0
2017,103,64,62,-7,16,45,247,5,3,84,0,1,0,0,0,0,0,0
2004,170,68,44,-7,9,19,295,46,3,57,0,0,1,0,0,0,0,0
